prop_id,player_name,p_true_over,dk_over_odds,dk_under_odds,is_promo_eligible,dk_decimal_odds,dk_implied_prob,edge,ev_pct,kelly_wager_pct
PROP_0263,Player_263,0.5509,-147,125,False,1.6802721088435373,0.5951,-0.0442,-0.0743,0.0
PROP_0264,Player_264,0.5275,102,-120,False,2.02,0.495,0.0325,0.0656,0.0321
PROP_0265,Player_265,0.5232,-130,111,False,1.7692307692307692,0.5652,-0.042,-0.0743,0.0
PROP_0266,Player_266,0.5609,-132,112,False,1.7575757575757576,0.569,-0.0081,-0.0142,0.0
PROP_0267,Player_267,0.4805,-125,106,False,1.8,0.5556,-0.0751,-0.1351,0.0
PROP_0268,Player_268,0.541,-127,108,False,1.7874015748031495,0.5595,-0.0185,-0.033,0.0
PROP_0269,Player_269,0.5496,-127,108,True,1.7874015748031495,0.5595,-0.0099,-0.0176,0.0
PROP_0270,Player_270,0.5767,-148,126,False,1.6756756756756757,0.5968,-0.0201,-0.0336,0.0
PROP_0271,Player_271,0.5374,-127,108,True,1.7874015748031495,0.5595,-0.0221,-0.0395,0.0
PROP_0272,Player_272,0.5227,-146,124,False,1.6849315068493151,0.5935,-0.0708,-0.1193,0.0
PROP_0273,Player_273,0.5452,-144,123,False,1.6944444444444444,0.5902,-0.045,-0.0762,0.0
PROP_0274,Player_274,0.4888,-108,-109,False,1.925925925925926,0.5192,-0.0304,-0.0586,0.0
PROP_0275,Player_275,0.5315,-111,-106,False,1.900900900900901,0.5261,0.0054,0.0103,0.0057
PROP_0276,Player_276,0.5392,-157,133,False,1.6369426751592355,0.6109,-0.0717,-0.1174,0.0
PROP_0277,Player_277,0.5106,-115,-102,False,1.8695652173913042,0.5349,-0.0243,-0.0454,0.0
PROP_0278,Player_278,0.5799,-173,146,False,1.5780346820809248,0.6337,-0.0538,-0.0849,0.0
PROP_0279,Player_279,0.575,-147,124,False,1.6802721088435373,0.5951,-0.0201,-0.0338,0.0
PROP_0280,Player_280,0.5693,-151,128,False,1.6622516556291391,0.6016,-0.0323,-0.0537,0.0
PROP_0281,Player_281,0.5194,-128,109,False,1.78125,0.5614,-0.042,-0.0748,0.0
PROP_0282,Player_282,0.5533,-128,109,False,1.78125,0.5614,-0.0081,-0.0144,0.0
PROP_0283,Player_283,0.5736,-172,145,False,1.5813953488372094,0.6324,-0.0588,-0.0929,0.0
PROP_0284,Player_284,0.5503,-139,118,False,1.7194244604316546,0.5816,-0.0313,-0.0538,0.0
PROP_0285,Player_285,0.5276,-118,101,False,1.847457627118644,0.5413,-0.0137,-0.0253,0.0
PROP_0286,Player_286,0.5426,-109,-107,False,1.9174311926605505,0.5215,0.0211,0.0404,0.022
PROP_0287,Player_287,0.5566,-114,-103,False,1.8771929824561404,0.5327,0.0239,0.0448,0.0256
PROP_0288,Player_288,0.547,-128,109,False,1.78125,0.5614,-0.0144,-0.0257,0.0
PROP_0289,Player_289,0.4943,107,-125,True,2.0700000000000003,0.4831,0.0112,0.0232,0.0108
PROP_0290,Player_290,0.4975,-116,-101,False,1.8620689655172413,0.537,-0.0395,-0.0736,0.0
PROP_0291,Player_291,0.5224,-147,125,False,1.6802721088435373,0.5951,-0.0727,-0.1222,0.0
PROP_0292,Player_292,0.5774,-146,124,True,1.6849315068493151,0.5935,-0.0161,-0.0271,0.0
PROP_0293,Player_293,0.5253,-100,-117,False,2.0,0.5,0.0253,0.0506,0.0253
PROP_0294,Player_294,0.4891,-123,105,False,1.8130081300813008,0.5516,-0.0625,-0.1133,0.0
PROP_0295,Player_295,0.5614,-136,115,False,1.7352941176470589,0.5763,-0.0149,-0.0258,0.0
PROP_0296,Player_296,0.5246,-135,115,False,1.7407407407407407,0.5745,-0.0499,-0.0868,0.0
PROP_0297,Player_297,0.5138,147,-174,False,2.4699999999999998,0.4049,0.1089,0.2691,0.0915
PROP_0298,Player_298,0.5492,-135,115,False,1.7407407407407407,0.5745,-0.0253,-0.044,0.0
PROP_0299,Player_299,0.5079,-117,-100,True,1.8547008547008548,0.5392,-0.0313,-0.058,0.0
PROP_0300,Player_300,0.5321,-119,102,False,1.8403361344537816,0.5434,-0.0113,-0.0208,0.0
PROP_0301,Player_301,0.4902,112,-132,False,2.12,0.4717,0.0185,0.0392,0.0175
PROP_0302,Player_302,0.4974,117,-137,False,2.17,0.4608,0.0366,0.0794,0.0339
PROP_0303,Player_303,0.504,-151,128,False,1.6622516556291391,0.6016,-0.0976,-0.1622,0.0
PROP_0304,Player_304,0.4921,-102,-115,True,1.9803921568627452,0.505,-0.0129,-0.0254,0.0
PROP_0305,Player_305,0.5358,-148,126,True,1.6756756756756757,0.5968,-0.061,-0.1022,0.0
PROP_0306,Player_306,0.5763,-134,114,False,1.7462686567164178,0.5726,0.0037,0.0064,0.0043
PROP_0307,Player_307,0.5336,-116,-101,False,1.8620689655172413,0.537,-0.0034,-0.0064,0.0
PROP_0308,Player_308,0.5009,-114,-103,False,1.8771929824561404,0.5327,-0.0318,-0.0597,0.0
PROP_0309,Player_309,0.5137,-103,-114,False,1.970873786407767,0.5074,0.0063,0.0124,0.0064
PROP_0310,Player_310,0.5684,-126,108,False,1.7936507936507935,0.5575,0.0109,0.0195,0.0123
PROP_0311,Player_311,0.509,100,-118,False,2.0,0.5,0.009,0.018,0.009
PROP_0312,Player_312,0.5597,-146,124,False,1.6849315068493151,0.5935,-0.0338,-0.0569,0.0
PROP_0313,Player_313,0.546,-118,100,True,1.847457627118644,0.5413,0.0047,0.0087,0.0051
PROP_0314,Player_314,0.4826,-105,-112,True,1.9523809523809523,0.5122,-0.0296,-0.0578,0.0
PROP_0315,Player_315,0.4994,-111,-106,False,1.900900900900901,0.5261,-0.0267,-0.0507,0.0
PROP_0316,Player_316,0.5097,-121,103,False,1.8264462809917354,0.5475,-0.0378,-0.0691,0.0
PROP_0317,Player_317,0.4839,-117,-100,False,1.8547008547008548,0.5392,-0.0553,-0.1025,0.0
PROP_0318,Player_318,0.5579,-125,106,True,1.8,0.5556,0.0023,0.0042,0.0026
PROP_0319,Player_319,0.5169,-108,-109,False,1.925925925925926,0.5192,-0.0023,-0.0045,0.0
PROP_0320,Player_320,0.5699,-155,131,False,1.6451612903225805,0.6078,-0.0379,-0.0624,0.0
PROP_0321,Player_321,0.4985,-104,-113,False,1.9615384615384617,0.5098,-0.0113,-0.0222,0.0
PROP_0322,Player_322,0.5755,-143,122,False,1.6993006993006992,0.5885,-0.013,-0.0221,0.0
PROP_0323,Player_323,0.4812,140,-165,False,2.4,0.4167,0.0645,0.1549,0.0553
PROP_0324,Player_324,0.552,-146,124,True,1.6849315068493151,0.5935,-0.0415,-0.0699,0.0
PROP_0325,Player_325,0.5746,-128,109,False,1.78125,0.5614,0.0132,0.0235,0.015
PROP_0326,Player_326,0.4882,-113,-104,False,1.8849557522123894,0.5305,-0.0423,-0.0798,0.0
PROP_0327,Player_327,0.553,-152,129,False,1.6578947368421053,0.6032,-0.0502,-0.0832,0.0
PROP_0328,Player_328,0.5449,-154,131,True,1.6493506493506493,0.6063,-0.0614,-0.1013,0.0
PROP_0329,Player_329,0.4856,104,-122,False,2.04,0.4902,-0.0046,-0.0094,0.0
PROP_0330,Player_330,0.542,-118,101,True,1.847457627118644,0.5413,0.0007,0.0013,0.0008
PROP_0331,Player_331,0.5451,-101,-116,False,1.99009900990099,0.5025,0.0426,0.0848,0.0428
PROP_0332,Player_332,0.5599,-169,143,False,1.5917159763313609,0.6283,-0.0684,-0.1088,0.0
PROP_0333,Player_333,0.5295,-132,113,True,1.7575757575757576,0.569,-0.0395,-0.0694,0.0
PROP_0334,Player_334,0.5547,-163,138,True,1.6134969325153374,0.6198,-0.0651,-0.105,0.0
PROP_0335,Player_335,0.4892,115,-135,False,2.15,0.4651,0.0241,0.0518,0.0225
PROP_0336,Player_336,0.5026,113,-132,True,2.13,0.4695,0.0331,0.0705,0.0312
PROP_0337,Player_337,0.5767,-133,113,False,1.7518796992481203,0.5708,0.0059,0.0103,0.0069
PROP_0338,Player_338,0.5086,-106,-111,False,1.9433962264150944,0.5146,-0.006,-0.0116,0.0
PROP_0339,Player_339,0.5529,-146,124,False,1.6849315068493151,0.5935,-0.0406,-0.0684,0.0
PROP_0340,Player_340,0.5552,-225,188,False,1.4444444444444444,0.6923,-0.1371,-0.198,0.0
PROP_0341,Player_341,0.4827,103,-121,False,2.0300000000000002,0.4926,-0.0099,-0.0201,0.0
PROP_0342,Player_342,0.5286,-120,102,False,1.8333333333333335,0.5455,-0.0169,-0.0309,0.0
PROP_0343,Player_343,0.5025,-121,103,False,1.8264462809917354,0.5475,-0.045,-0.0822,0.0
PROP_0344,Player_344,0.5066,-158,134,True,1.6329113924050633,0.6124,-0.1058,-0.1728,0.0
PROP_0345,Player_345,0.5432,-155,131,False,1.6451612903225805,0.6078,-0.0646,-0.1063,0.0
PROP_0346,Player_346,0.4916,-116,-101,False,1.8620689655172413,0.537,-0.0454,-0.0846,0.0
PROP_0347,Player_347,0.5652,-131,111,False,1.7633587786259541,0.5671,-0.0019,-0.0033,0.0
PROP_0348,Player_348,0.4912,-108,-109,False,1.925925925925926,0.5192,-0.028,-0.054,0.0
PROP_0349,Player_349,0.5438,-195,164,False,1.5128205128205128,0.661,-0.1172,-0.1773,0.0
PROP_0350,Player_350,0.5751,-108,-109,False,1.925925925925926,0.5192,0.0559,0.1076,0.0581
PROP_0351,Player_351,0.5567,-133,113,False,1.7518796992481203,0.5708,-0.0141,-0.0247,0.0
PROP_0352,Player_352,0.5057,107,-126,False,2.0700000000000003,0.4831,0.0226,0.0468,0.0219
PROP_0353,Player_353,0.5327,-167,141,True,1.5988023952095807,0.6255,-0.0928,-0.1483,0.0
PROP_0354,Player_354,0.5351,-153,130,False,1.65359477124183,0.6047,-0.0696,-0.1152,0.0
PROP_0355,Player_355,0.5369,-126,107,False,1.7936507936507935,0.5575,-0.0206,-0.037,0.0
PROP_0356,Player_356,0.4908,-121,103,False,1.8264462809917354,0.5475,-0.0567,-0.1036,0.0
PROP_0357,Player_357,0.5708,-137,117,False,1.72992700729927,0.5781,-0.0073,-0.0126,0.0
PROP_0358,Player_358,0.5662,-153,129,False,1.65359477124183,0.6047,-0.0385,-0.0637,0.0
PROP_0359,Player_359,0.5707,-122,104,False,1.819672131147541,0.5495,0.0212,0.0385,0.0235
PROP_0360,Player_360,0.4868,101,-119,False,2.01,0.4975,-0.0107,-0.0215,0.0
PROP_0361,Player_361,0.5121,-132,112,True,1.7575757575757576,0.569,-0.0569,-0.0999,0.0
PROP_0362,Player_362,0.5717,-122,104,True,1.819672131147541,0.5495,0.0222,0.0403,0.0246
PROP_0363,Player_363,0.5351,-119,101,False,1.8403361344537816,0.5434,-0.0083,-0.0152,0.0
PROP_0364,Player_364,0.5397,-125,106,False,1.8,0.5556,-0.0159,-0.0285,0.0
PROP_0365,Player_365,0.5483,-122,104,False,1.819672131147541,0.5495,-0.0012,-0.0023,0.0
PROP_0366,Player_366,0.5178,104,-123,True,2.04,0.4902,0.0276,0.0563,0.0271
PROP_0367,Player_367,0.5031,-111,-106,True,1.900900900900901,0.5261,-0.023,-0.0437,0.0
PROP_0368,Player_368,0.4817,-119,102,False,1.8403361344537816,0.5434,-0.0617,-0.1135,0.0
PROP_0369,Player_369,0.539,-111,-106,False,1.900900900900901,0.5261,0.0129,0.0246,0.0136
PROP_0370,Player_370,0.4999,111,-131,False,2.1100000000000003,0.4739,0.026,0.0548,0.0247
PROP_0371,Player_371,0.5024,-126,107,False,1.7936507936507935,0.5575,-0.0551,-0.0989,0.0
PROP_0372,Player_372,0.5294,-116,-102,False,1.8620689655172413,0.537,-0.0076,-0.0142,0.0
PROP_0373,Player_373,0.5162,-120,102,False,1.8333333333333335,0.5455,-0.0293,-0.0536,0.0
PROP_0374,Player_374,0.5274,-132,113,True,1.7575757575757576,0.569,-0.0416,-0.0731,0.0
PROP_0375,Player_375,0.5033,125,-147,False,2.25,0.4444,0.0589,0.1324,0.053
PROP_0376,Player_376,0.4898,-101,-116,True,1.99009900990099,0.5025,-0.0127,-0.0252,0.0
PROP_0377,Player_377,0.5464,-126,107,False,1.7936507936507935,0.5575,-0.0111,-0.0199,0.0
PROP_0378,Player_378,0.5697,-158,134,False,1.6329113924050633,0.6124,-0.0427,-0.0697,0.0
PROP_0379,Player_379,0.5682,-149,127,False,1.6711409395973154,0.5984,-0.0302,-0.0505,0.0
PROP_0380,Player_380,0.5182,112,-132,True,2.12,0.4717,0.0465,0.0986,0.044
PROP_0381,Player_381,0.5691,-152,129,False,1.6578947368421053,0.6032,-0.0341,-0.0565,0.0
PROP_0382,Player_382,0.567,-127,108,False,1.7874015748031495,0.5595,0.0075,0.0135,0.0085
PROP_0383,Player_383,0.4811,-102,-115,True,1.9803921568627452,0.505,-0.0239,-0.0472,0.0
PROP_0384,Player_384,0.5732,-169,143,False,1.5917159763313609,0.6283,-0.0551,-0.0876,0.0
PROP_0385,Player_385,0.5075,-102,-115,False,1.9803921568627452,0.505,0.0025,0.005,0.0026
PROP_0386,Player_386,0.4947,-102,-115,False,1.9803921568627452,0.505,-0.0103,-0.0203,0.0
PROP_0387,Player_387,0.4828,107,-126,False,2.0700000000000003,0.4831,-0.0003,-0.0006,0.0
PROP_0388,Player_388,0.5505,-154,130,False,1.6493506493506493,0.6063,-0.0558,-0.092,0.0
PROP_0389,Player_389,0.5061,-128,109,False,1.78125,0.5614,-0.0553,-0.0985,0.0
PROP_0390,Player_390,0.515,-109,-108,False,1.9174311926605505,0.5215,-0.0065,-0.0125,0.0
PROP_0391,Player_391,0.5287,-154,131,False,1.6493506493506493,0.6063,-0.0776,-0.128,0.0
PROP_0392,Player_392,0.5517,-135,115,False,1.7407407407407407,0.5745,-0.0228,-0.0396,0.0
PROP_0393,Player_393,0.5669,-181,152,False,1.5524861878453038,0.6441,-0.0772,-0.1199,0.0
PROP_0394,Player_394,0.5641,-155,132,False,1.6451612903225805,0.6078,-0.0437,-0.072,0.0
PROP_0395,Player_395,0.5257,-132,113,False,1.7575757575757576,0.569,-0.0433,-0.076,0.0
PROP_0396,Player_396,0.5363,-110,-106,False,1.9090909090909092,0.5238,0.0125,0.0238,0.0131
PROP_0397,Player_397,0.5162,102,-120,False,2.02,0.495,0.0212,0.0427,0.0209
PROP_0398,Player_398,0.5103,-102,-116,True,1.9803921568627452,0.505,0.0053,0.0106,0.0054
PROP_0399,Player_399,0.5729,-146,124,False,1.6849315068493151,0.5935,-0.0206,-0.0347,0.0
PROP_0400,Player_400,0.5436,104,-122,False,2.04,0.4902,0.0534,0.1089,0.0524
PROP_0401,Player_401,0.5403,-130,111,False,1.7692307692307692,0.5652,-0.0249,-0.0441,0.0
PROP_0402,Player_402,0.539,-119,102,False,1.8403361344537816,0.5434,-0.0044,-0.0081,0.0
PROP_0403,Player_403,0.531,107,-126,False,2.0700000000000003,0.4831,0.0479,0.0992,0.0463
PROP_0404,Player_404,0.4892,-117,-101,False,1.8547008547008548,0.5392,-0.05,-0.0927,0.0
PROP_0405,Player_405,0.5151,105,-123,False,2.05,0.4878,0.0273,0.056,0.0266
PROP_0406,Player_406,0.5719,-134,114,False,1.7462686567164178,0.5726,-0.0007,-0.0013,0.0
PROP_0407,Player_407,0.57,-152,129,False,1.6578947368421053,0.6032,-0.0332,-0.055,0.0
PROP_0408,Player_408,0.5284,-152,129,False,1.6578947368421053,0.6032,-0.0748,-0.124,0.0
PROP_0409,Player_409,0.5493,-116,-101,False,1.8620689655172413,0.537,0.0123,0.0228,0.0132
PROP_0410,Player_410,0.5778,-147,125,False,1.6802721088435373,0.5951,-0.0173,-0.0291,0.0
PROP_0411,Player_411,0.4901,-109,-108,False,1.9174311926605505,0.5215,-0.0314,-0.0603,0.0
PROP_0412,Player_412,0.5336,-137,116,False,1.72992700729927,0.5781,-0.0445,-0.0769,0.0
PROP_0413,Player_413,0.5144,116,-137,False,2.16,0.463,0.0514,0.1111,0.0479
PROP_0414,Player_414,0.5306,100,-118,False,2.0,0.5,0.0306,0.0612,0.0306
PROP_0415,Player_415,0.5,115,-135,False,2.15,0.4651,0.0349,0.075,0.0326
PROP_0416,Player_416,0.4987,-118,101,True,1.847457627118644,0.5413,-0.0426,-0.0787,0.0
PROP_0417,Player_417,0.5106,-134,114,False,1.7462686567164178,0.5726,-0.062,-0.1084,0.0
PROP_0418,Player_418,0.5359,-104,-112,False,1.9615384615384617,0.5098,0.0261,0.0512,0.0266
PROP_0419,Player_419,0.4889,-124,106,False,1.8064516129032258,0.5536,-0.0647,-0.1168,0.0
PROP_0420,Player_420,0.5146,-101,-117,False,1.99009900990099,0.5025,0.0121,0.0241,0.0122
PROP_0421,Player_421,0.4921,125,-147,False,2.25,0.4444,0.0477,0.1072,0.0429
PROP_0422,Player_422,0.483,-140,119,False,1.7142857142857144,0.5833,-0.1003,-0.172,0.0
PROP_0423,Player_423,0.4811,114,-134,False,2.1399999999999997,0.4673,0.0138,0.0296,0.013
PROP_0424,Player_424,0.5031,109,-128,False,2.09,0.4785,0.0246,0.0515,0.0236
PROP_0425,Player_425,0.5428,-141,120,False,1.7092198581560285,0.5851,-0.0423,-0.0722,0.0
PROP_0426,Player_426,0.4811,-110,-107,False,1.9090909090909092,0.5238,-0.0427,-0.0815,0.0
PROP_0427,Player_427,0.5165,-123,105,False,1.8130081300813008,0.5516,-0.0351,-0.0636,0.0
PROP_0428,Player_428,0.507,100,-118,False,2.0,0.5,0.007,0.014,0.007
PROP_0429,Player_429,0.5723,-153,130,False,1.65359477124183,0.6047,-0.0324,-0.0536,0.0
PROP_0430,Player_430,0.5717,-140,119,False,1.7142857142857144,0.5833,-0.0116,-0.0199,0.0
PROP_0431,Player_431,0.5575,-147,125,False,1.6802721088435373,0.5951,-0.0376,-0.0632,0.0
PROP_0432,Player_432,0.5146,-141,120,False,1.7092198581560285,0.5851,-0.0705,-0.1204,0.0
PROP_0433,Player_433,0.4994,-120,102,False,1.8333333333333335,0.5455,-0.0461,-0.0844,0.0
PROP_0434,Player_434,0.4966,-103,-114,False,1.970873786407767,0.5074,-0.0108,-0.0213,0.0
PROP_0435,Player_435,0.5562,-134,114,False,1.7462686567164178,0.5726,-0.0164,-0.0287,0.0
PROP_0436,Player_436,0.5663,-204,171,False,1.4901960784313726,0.6711,-0.1048,-0.1561,0.0
PROP_0437,Player_437,0.553,-119,101,False,1.8403361344537816,0.5434,0.0096,0.0177,0.0105
PROP_0438,Player_438,0.5496,-153,130,False,1.65359477124183,0.6047,-0.0551,-0.0912,0.0
PROP_0439,Player_439,0.545,-131,111,False,1.7633587786259541,0.5671,-0.0221,-0.039,0.0
PROP_0440,Player_440,0.5678,-167,141,False,1.5988023952095807,0.6255,-0.0577,-0.0922,0.0
PROP_0441,Player_441,0.5606,-139,118,False,1.7194244604316546,0.5816,-0.021,-0.0361,0.0
PROP_0442,Player_442,0.5398,-109,-108,False,1.9174311926605505,0.5215,0.0183,0.035,0.0191
PROP_0443,Player_443,0.5399,-136,116,False,1.7352941176470589,0.5763,-0.0364,-0.0631,0.0
PROP_0444,Player_444,0.5053,105,-123,False,2.05,0.4878,0.0175,0.0359,0.0171
PROP_0445,Player_445,0.5415,-105,-112,False,1.9523809523809523,0.5122,0.0293,0.0572,0.03
PROP_0446,Player_446,0.5762,-142,120,False,1.704225352112676,0.5868,-0.0106,-0.018,0.0
PROP_0447,Player_447,0.4877,117,-138,False,2.17,0.4608,0.0269,0.0583,0.0249
PROP_0448,Player_448,0.5655,-164,139,False,1.6097560975609757,0.6212,-0.0557,-0.0897,0.0
PROP_0449,Player_449,0.558,-144,122,False,1.6944444444444444,0.5902,-0.0322,-0.0545,0.0
PROP_0450,Player_450,0.4953,103,-121,False,2.0300000000000002,0.4926,0.0027,0.0055,0.0027
PROP_0451,Player_451,0.5219,-145,123,False,1.6896551724137931,0.5918,-0.0699,-0.1182,0.0
PROP_0452,Player_452,0.5139,-150,127,False,1.6666666666666665,0.6,-0.0861,-0.1435,0.0
PROP_0453,Player_453,0.4927,-102,-115,False,1.9803921568627452,0.505,-0.0123,-0.0243,0.0
PROP_0454,Player_454,0.5049,-119,101,False,1.8403361344537816,0.5434,-0.0385,-0.0708,0.0
PROP_0455,Player_455,0.4957,-134,114,False,1.7462686567164178,0.5726,-0.0769,-0.1344,0.0
PROP_0456,Player_456,0.5302,-125,107,False,1.8,0.5556,-0.0254,-0.0456,0.0
PROP_0457,Player_457,0.529,-117,-100,False,1.8547008547008548,0.5392,-0.0102,-0.0189,0.0
PROP_0458,Player_458,0.5559,-133,113,True,1.7518796992481203,0.5708,-0.0149,-0.0261,0.0
PROP_0459,Player_459,0.5745,-143,122,False,1.6993006993006992,0.5885,-0.014,-0.0238,0.0
PROP_0460,Player_460,0.5574,-144,123,False,1.6944444444444444,0.5902,-0.0328,-0.0555,0.0
PROP_0461,Player_461,0.5323,-135,115,False,1.7407407407407407,0.5745,-0.0422,-0.0734,0.0
PROP_0462,Player_462,0.5541,-122,104,False,1.819672131147541,0.5495,0.0046,0.0083,0.0051
PROP_0463,Player_463,0.5101,112,-131,False,2.12,0.4717,0.0384,0.0814,0.0363
PROP_0464,Player_464,0.5787,-171,145,False,1.5847953216374269,0.631,-0.0523,-0.0829,0.0
PROP_0465,Player_465,0.5089,-100,-117,False,2.0,0.5,0.0089,0.0178,0.0089
PROP_0466,Player_466,0.57,112,-132,False,2.12,0.4717,0.0983,0.2084,0.093
PROP_0467,Player_467,0.4974,116,-136,False,2.16,0.463,0.0344,0.0744,0.0321
PROP_0468,Player_468,0.5513,-158,134,False,1.6329113924050633,0.6124,-0.0611,-0.0998,0.0
PROP_0469,Player_469,0.541,-165,140,True,1.606060606060606,0.6226,-0.0816,-0.1311,0.0
PROP_0470,Player_470,0.5113,105,-123,False,2.05,0.4878,0.0235,0.0482,0.0229
PROP_0471,Player_471,0.5498,-140,119,False,1.7142857142857144,0.5833,-0.0335,-0.0575,0.0
PROP_0472,Player_472,0.5734,-164,139,False,1.6097560975609757,0.6212,-0.0478,-0.077,0.0
PROP_0473,Player_473,0.5286,-104,-113,False,1.9615384615384617,0.5098,0.0188,0.0369,0.0192
PROP_0474,Player_474,0.5245,-121,103,False,1.8264462809917354,0.5475,-0.023,-0.042,0.0
PROP_0475,Player_475,0.5761,-137,116,True,1.72992700729927,0.5781,-0.002,-0.0034,0.0
PROP_0476,Player_476,0.4807,103,-121,True,2.0300000000000002,0.4926,-0.0119,-0.0242,0.0
PROP_0477,Player_477,0.4853,-101,-116,False,1.99009900990099,0.5025,-0.0172,-0.0342,0.0
PROP_0478,Player_478,0.5495,-104,-113,False,1.9615384615384617,0.5098,0.0397,0.0779,0.0405
PROP_0479,Player_479,0.5274,-140,119,False,1.7142857142857144,0.5833,-0.0559,-0.0959,0.0
PROP_0480,Player_480,0.5148,-131,112,False,1.7633587786259541,0.5671,-0.0523,-0.0922,0.0
PROP_0481,Player_481,0.5138,116,-136,False,2.16,0.463,0.0508,0.1098,0.0473
PROP_0482,Player_482,0.5421,-151,128,False,1.6622516556291391,0.6016,-0.0595,-0.0989,0.0
PROP_0483,Player_483,0.5425,-159,135,True,1.6289308176100628,0.6139,-0.0714,-0.1163,0.0
PROP_0484,Player_484,0.5071,-109,-108,False,1.9174311926605505,0.5215,-0.0144,-0.0277,0.0
PROP_0485,Player_485,0.5732,-156,132,False,1.641025641025641,0.6094,-0.0362,-0.0594,0.0
PROP_0486,Player_486,0.5657,-215,180,False,1.4651162790697674,0.6825,-0.1168,-0.1712,0.0
PROP_0487,Player_487,0.5684,-151,128,False,1.6622516556291391,0.6016,-0.0332,-0.0552,0.0
PROP_0488,Player_488,0.5026,-102,-115,False,1.9803921568627452,0.505,-0.0024,-0.0047,0.0
PROP_0489,Player_489,0.5574,-173,146,False,1.5780346820809248,0.6337,-0.0763,-0.1204,0.0
PROP_0490,Player_490,0.5671,-158,134,False,1.6329113924050633,0.6124,-0.0453,-0.074,0.0
PROP_0491,Player_491,0.5368,123,-144,False,2.23,0.4484,0.0884,0.1971,0.0801
PROP_0492,Player_492,0.5638,-176,149,False,1.5681818181818183,0.6377,-0.0739,-0.1159,0.0
PROP_0493,Player_493,0.5567,-115,-102,False,1.8695652173913042,0.5349,0.0218,0.0408,0.0235
PROP_0494,Player_494,0.5286,-126,107,False,1.7936507936507935,0.5575,-0.0289,-0.0519,0.0
PROP_0495,Player_495,0.5367,-145,123,True,1.6896551724137931,0.5918,-0.0551,-0.0932,0.0
PROP_0496,Player_496,0.518,-137,117,False,1.72992700729927,0.5781,-0.0601,-0.1039,0.0
PROP_0497,Player_497,0.485,115,-135,False,2.15,0.4651,0.0199,0.0427,0.0186
PROP_0498,Player_498,0.578,-186,157,False,1.5376344086021505,0.6503,-0.0723,-0.1112,0.0
PROP_0499,Player_499,0.4956,101,-118,False,2.01,0.4975,-0.0019,-0.0038,0.0
PROP_0500,Player_500,0.4934,-103,-114,False,1.970873786407767,0.5074,-0.014,-0.0276,0.0
PROP_0501,Player_501,0.4859,-111,-106,False,1.900900900900901,0.5261,-0.0402,-0.0764,0.0
PROP_0502,Player_502,0.579,-183,154,False,1.5464480874316942,0.6466,-0.0676,-0.1046,0.0
PROP_0503,Player_503,0.5039,-108,-109,False,1.925925925925926,0.5192,-0.0153,-0.0295,0.0
PROP_0504,Player_504,0.5631,-116,-101,False,1.8620689655172413,0.537,0.0261,0.0485,0.0281
PROP_0505,Player_505,0.568,-108,-108,False,1.925925925925926,0.5192,0.0488,0.0939,0.0507
PROP_0506,Player_506,0.5637,-147,125,False,1.6802721088435373,0.5951,-0.0314,-0.0528,0.0
PROP_0507,Player_507,0.504,-107,-110,False,1.9345794392523366,0.5169,-0.0129,-0.025,0.0
PROP_0508,Player_508,0.579,-146,124,False,1.6849315068493151,0.5935,-0.0145,-0.0244,0.0
PROP_0509,Player_509,0.5193,-109,-108,False,1.9174311926605505,0.5215,-0.0022,-0.0043,0.0
PROP_0510,Player_510,0.4846,120,-142,False,2.2,0.4545,0.0301,0.0661,0.0275
PROP_0511,Player_511,0.5102,-123,105,True,1.8130081300813008,0.5516,-0.0414,-0.075,0.0
PROP_0512,Player_512,0.5689,-135,115,False,1.7407407407407407,0.5745,-0.0056,-0.0097,0.0
PROP_0513,Player_513,0.5037,-106,-111,False,1.9433962264150944,0.5146,-0.0109,-0.0211,0.0
PROP_0514,Player_514,0.5706,-194,163,False,1.5154639175257731,0.6599,-0.0893,-0.1353,0.0
PROP_0515,Player_515,0.5732,-109,-108,False,1.9174311926605505,0.5215,0.0517,0.0991,0.054
PROP_0516,Player_516,0.5564,-122,104,False,1.819672131147541,0.5495,0.0069,0.0125,0.0076
PROP_0517,Player_517,0.5524,-138,117,False,1.7246376811594204,0.5798,-0.0274,-0.0473,0.0
PROP_0518,Player_518,0.5179,-112,-105,True,1.8928571428571428,0.5283,-0.0104,-0.0197,0.0
PROP_0519,Player_519,0.4807,-105,-112,False,1.9523809523809523,0.5122,-0.0315,-0.0615,0.0
PROP_0520,Player_520,0.5096,-109,-108,False,1.9174311926605505,0.5215,-0.0119,-0.0229,0.0
PROP_0521,Player_521,0.5553,-153,129,False,1.65359477124183,0.6047,-0.0494,-0.0818,0.0
PROP_0522,Player_522,0.5291,-116,-102,False,1.8620689655172413,0.537,-0.0079,-0.0148,0.0
PROP_0523,Player_523,0.4936,-120,102,False,1.8333333333333335,0.5455,-0.0519,-0.0951,0.0
PROP_0524,Player_524,0.5129,-117,-100,True,1.8547008547008548,0.5392,-0.0263,-0.0487,0.0
PROP_0525,Player_525,0.5573,-153,130,False,1.65359477124183,0.6047,-0.0474,-0.0785,0.0
PROP_0526,Player_526,0.559,-153,130,False,1.65359477124183,0.6047,-0.0457,-0.0756,0.0
